Path,OCR
img_ocr/marked/2025-01-29_02-31-28.png,DP7622YC
img_ocr/marked/2025-01-29_21-48-18.png,B9667UY
img_ocr/marked/2025-01-29_21-49-09.png,D9762YC
img_ocr/marked/2025-01-29_21-53-45.png,F9745FE
img_ocr/marked/2025-01-29_21-55-22.png,F9745FE
img_ocr/marked/2025-01-29_21-56-50.png,F9745FE
img_ocr/marked/2025-01-29_21-57-34.png,D9762YC
img_ocr/marked/2025-01-29_21-58-06.png,B9667UY
img_ocr/marked/2025-01-29_21-59-13.png,B9267UYT
