Path,OCR
img_ocr/marked/2025-01-16_15:29:34.png,BE8497UC
img_ocr/marked/2025-01-16_16:09:23.png,BE9810BN
img_ocr/marked/2025-01-16_16:10:44.png,BE9810BN
img_ocr/marked/2025-01-16_16:12:11.png,BE9810BN
img_ocr/marked/2025-01-16_16:13:32.png,BE9810BN
img_ocr/marked/2025-01-16_16:15:11.png,BE9810BN
img_ocr/marked/2025-01-16_16:15:59.png,BE9810BN
img_ocr/marked/2025-01-16_16:26:08.png,BE8497UC
